category,text
1,cairn energy in indian gas find shares in cairn energy rose 3 8 to 1 088 pence on tuesday after the uk firm announced a fresh gas discovery in northern india the firm which last year made a number of other new finds in the rajasthan area said the latest discovery could lead to large gas volumes however chief executive bill gammell cautioned that additional evalution was first needed at the site cairn has also been granted approval to extend its rajasthan exploration area this approval has come from the indian government a spokesman said the company s decision to carry out further investigations at the new find showed that it believed there was significant gas but he added it s still too early to say what the extent of it is cairn s string of finds in rajasthan last year saw it elevated to the ftse 100 index of the uk s leading listed companies the company had bought the rights to explore in the area from oil giant shell mr gammell is a former scottish international rugby player
2,roche turns down federer offer australian tennis coach tony roche has turned down an approach from roger federer to be the world number one s new full time coach say reports melbourne s herald sun said roche troubled by a hip complaint did not want to travel full time again however roche is happy to work with the swiss star on a casual basis and is helping him prepare for next month s defence of his australian open crown federer has been without a coach since splitting with peter lundgren in 2003 roche a former davis cup player for australia won the french open reached the wimbledon and us open finals and won five wimbledon doubles titles with john newcombe he also coached former number one ivan lendl and pat rafter to grand slam victories and has worked with australia s lleyton hewitt some reports claim federer initially wanted andre agassi s australian coach darren cahill before agassi confirmed he would play on in 2005 federer was named swiss sportsman of the year on saturday to add to the bbc overseas sportsman and european sports journalists association awards he has already won
0,half of uk s mobiles go online multimedia mobile phones are finally showing signs of taking off with more britons using them to go online figures from industry monitor the mobile data association mda show the number of phones with gprs and mms technology has doubled since last year gprs lets people browse the web access news services mobile music and other applications like mobile chat by the end of 2005 the mda predicts that 75 of all mobiles in the uk will be able to access the net via gprs the mda say the figures for the three months up to 30 september are a rapid increase on the figure for the same time the previous year about 53 million people own a mobile in the uk so the figures mean that half of those phones use gprs gprs is often described as 2 5g technology 2 5 generation sitting between 2g and 3g technology which is like a fast high quality broadband internet for phones with more services being offered by mobile operators people are finding more reasons to go online via their mobile downloadable ringtones are still proving highly popular but so is mobile chat bandaid was the fastest ever selling ringtone this year according to the mda and chat was given some publicity when prime minister tony blair answered questions through mobile text chat multimedia messaging services also looked brighter with 32 of all mobiles in the uk able to send or receive picture messages this is a 14 rise from last september s figures but a recent report from continental research reflects the continuing battle mobile companies have to actually persuade people to go online and to use mms it said that 36 of uk camera phone users had never sent a multimedia message or mms that was 7 more than in 2003 mobile companies are keen for people to use multimedia functions their phones like sending mms and going online as this generates more money for them but critics say that mms is confusing and some mobiles are too difficult to use there have also been some issues over interoperability and being able to send mms form a mobile using one network to a different one
2,republic to face china and italy the republic of ireland have arranged friendlies against china and italy which will take place at lansdowne road in march and august brian kerr s side will face the 54th ranked chinese on 29 march just three days after the world cup qualifier against israel in tel aviv italy will visit on 17 august in what will be a warm up game ahead of the autumn world cup qualifiers in their last meeting the irish beat italy in the 1994 world cup finals however that is the republic s only victory in eight attempts against the italians who have won all the other seven games the 29 march game will be the second time the republic have played china the previous encounter back in june 1984 with the irish winning 1 0 in sapporo japan brian kerr said china have made great progress over the last few years and will provide difficult opposition we all witnessed the performances of the asian teams in the last world cup and china play a similar type of football as for italy they make a welcome return to dublin and will be a massive attraction because they are one of the great traditional powers in the world the game will be ideal preparation for the three important world cup qualifiers in the autumn ireland round off their world cup campaign with games against france on 7 september cyprus on 8 october and switzerland on 12 october
0,hollywood campaign hits websites movie studio efforts to stop pirated films being shared on peer to peer networks have claimed a high profile victim the campaign of legal action is thought to be behind the closure of the widely used suprnova org website the site was the most popular place for people swapping and sharing links for the bittorrent network a recent study showed that more than half of the peer to peer traffic during june was for the bittorrent system in a message posted on suprnova org on sunday the site s controllers said the site was closing down for good in the way that we all know it if the site did return the message said it would not be hosting any more torrent links it continued we are very sorry for this but there was no other way we have tried everything the only parts that would keep going said the operators of the suprnova site were the discussion forums and net chat channels the site is thought to have closed following an announcement by the motion picture association of america that it was launching legal action against those operating bittorrent servers rather than end users because of the way that bittorrent works server sites do not host the actual file being shared instead they host a link that points people to others that have it by targeting servers the mpaa hopes to cripple bittorrent s ability to share files in the opening days of the mpaa campaign the organisation filed 100 lawsuits against operators of bittorrent server site the launching of the legal seems to be having an effect phoenix torrents another popular bittorrent site has also decided to shut down and though it gave no reasons for the closure it is thought to be motivated by the threat of legal action last week finnish police raided a bittorrent site based in the country that according to reports let 10 000 users shared pirated films software music and games
1,chinese dam firm defies beijing the china three gorges project corp is refusing to obey a government order to stop construction of one of its giant dams the chinese state press has said the builder of the three gorges dam is continuing work on the sister xiluodu dam said the beijing news the xiluodu dam is one of 30 such large scale construction projects called to a halt because of a lack of proper environmental checks the beijing news said the company may instead choose to pay a fine the firm has also ignored orders to stop construction at two of its other projects the three gorges underground power plant and the three gorges project electrical power supply plant so far only 22 of the 30 construction projects targeted by china s state environmental protection agency sepa for having not carried out mandatory environmental impact assessments have complied with its shutdown order the china three gorges project corp could now face a fine up to 200 000 yuan 24 000 12 700 last week it denied that its projects violated regulations the three gorges corporation has all along abided by the law and have built our projects in accordance with the law it said the sepa order comes as the chinese government appears to be trying to cool the country s booming economy previously it has encouraged construction of new electricity generating capacity to solve chronic energy shortages which forced many factories into part time working last year in 2004 china increased its generating capacity by 12 6 to 440 700 megawatts mw the xiluodu dam is designed to produce 12 600 mw of electricity and is being built on the jinshajiang or river of golden sand as the upper reaches of the yangtze are known it is a sister project to the main three gorges dam downstream where more than half a million people have had to be relocated drawing criticism from environmental groups and overseas human rights activists
3,hoffman hits out over modern film hollywood legend dustin hoffman has hit out at the quality of current films and theatre productions the star of rain man and tootsie said the film culture was in the craphouse at a press conference on tuesday the 67 year old also said he stopped working a few years ago because he lost his spark for acting hoffman is in the uk to publicise his new comedy meet the fockers which also stars robert de niro barbra streisand and ben stiller he said you go to the cinema and you realise you re watching the third act there is no first or second act there is this massive film making where you spend this incredible amount of money and play right to the demographic you can tell how much money the film is going to make by how it does on the first weekend the whole culture is in the craphouse it s not just true in the movies it s also true in the theatre broadway and now london is the same special effects are in great demand it s not a good time culturally hoffman also said he stopped working a few years ago and moved into directing and writing he said i just lost that spark i always had a couple of years ago i didn t like the parts i was getting studios weren t interested in the kind of films that people of my generation wanted to see i thought i would stop and just try writing and directing i wasn t aware of the depression that set in recently hoffmann has returned to film with roles in i heart huckabees finding neverland and now meet the fockers which is the sequel to meet the parents meet the fockers opens in the uk on friday
3,levy tipped for whitbread prize novelist andrea levy is favourite to win the main whitbread prize book of the year award after winning novel of the year with her book small island the book has already won the orange prize for fiction and is now 5 4 favourite for the 25 000 whitbread second favourite is a biography of mary queen of scots by john guy a panel of judges including sir trevor mcdonald actor hugh grant and writer joanne harris will decide the overall winner on tuesday the five writers in line for the award won their respective categories first novel novel biography poetry and children s book on 6 january small island levy s fourth novel is set in post war london and centres on a landlady and her lodgers one is a jamaican who joined british troops to fight hitler but finds life difficult out of uniform when he settles in the uk what could have been a didactic or preachy prospect turns out to hilarious moving humane and eye popping it s hard to think of anybody not enjoying it wrote the judges the judges called guy s my heart is my own the life of mary queen of scots an impressive and readable piece of scholarship which cannot fail but leave the reader moved and intrigued by this most tragic and likeable of queens guy has published many histories including one of tudor england he is a fellow at clare college cambridge and became a honorary research professor of the university of st andrews in 2003 the other contenders include susan fletcher for eve green which won the first novel prize fletcher has recently graduated from the university of east anglia s creative writing course the fourth book in the running is corpus michael symmons roberts fourth collection of poems as well as writing poetry symmons roberts also makes documentary films geraldine mccaughrean is the final contender having won the children s fiction category for the third time for not the end of the world mccaughrean who went into magazine publishing after studying teaching previously won the category in 1987 with a little lower than angels and in 1994 with gold dust
0,bt offers free net phone calls bt is offering customers free internet telephone calls if they sign up to broadband in december the christmas give away entitles customers to free telephone calls anywhere in the uk via the internet users will need to use bt s internet telephony software known as bt communicator and have a microphone and speakers or headset on their pc bt has launched the promotion to show off the potential of a broadband connection to customers people wanting to take advantage of the offer will need to be a bt together fixed line customer and will have to sign up to broadband online the offer will be limited to the first 50 000 people who sign up and there are limitations the free calls do not include calls to mobiles non geographical numbers such as 0870 premium numbers or international numbers bt is keen to provide extra services to its broadband customers people already using bt communicator have found it by far the most convenient way of making a call if they are at their pc said andrew burke director of value added services at bt retail as more homes get high speed access providers are increasingly offering add ons such as cheap net calls broadband and telephony are attractive to customers and bt wants to make sure it is in the first wave of services said ian fogg an analyst with jupiter research bt communicator had a quiet launch in the summer and now bt is waving the flag a bit more for it he added bt has struggled to maintain its market share of broadband subscribers as more competitors enter the market reports say that bt has lost around 10 of market share over the last year down from half of broadband users to less than 40 bt is hoping its latest offer can persuade more people to jump on the broadband bandwagon it currently has 1 3 million broadband subscribers
4,straw to attend auschwitz service foreign secretary jack straw will visit auschwitz for the 60th anniversary of the former nazi concentration camp s liberation it has been announced prince edward will also join the uk delegation in poland for national holocaust memorial day on 27 january between 1 1 and 1 5 million people mainly jews were killed at auschwitz the tories said they were glad mr straw had been shamed into going having earlier criticised the decision to send a lower ranking official shadow foreign secretary michael ancram said i am glad the foreign secretary has finally been shamed into representing britain at this important act of commemoration once again this government has shown crass insensitivity until it has been forced by public opinion into doing what it should have done in the first place in britain the queen and prince philip will lead the nation s commemoration at a service in westminster hall london the queen will also host a reception for holocaust survivors at st james s palace altogether some six million people mainly jews perished in the holocaust the queen s grandson prince harry sparked outrage earlier this week after photographs of him wearing a nazi uniform at a costume party emerged the prince 20 apologised but critics have called for him to go to auschwitz for the commemoration of the soviets 1945 liberation of the camp prince harry should see for himself the results of the hated symbol he so foolishly and brazenly chose to wear rabbi marvin hier founder of jewish human rights group the simon wiesenthal center said
4,green fear for transport ballot the green party is concerned thousands of residents may not be able to vote in edinburgh s transport referendum edinburgh city council is to ballot constituents on proposals to introduce congestion charging in the capital but green msp mark ballard fears people not on the council s edited electoral register may miss out local authorities can only send ballot papers to those on the edited list over non statutory matters such as the transport referendum therefore residents who have exercised their right to have their details left off the list could miss the chance to vote however there is still time for those who are not on the list to contact the council and make sure they are sent ballot forms ahead of february s voting deadline mr ballard said this vote will set the future of transport in edinburgh for decades to come it is therefore vital that as many residents as possible in edinburgh city and the surrounding areas are registered to vote in the ballot many people are not aware that they may miss out on their chance to have a say everyone involved in this debate both for and against wants the ballot to be as fair and representative as possible and that means encouraging people to take part the ballot will ask residents to vote for or against the council s proposed congestion charge scheme and a host of transport improvements to be funded by it the outcome of the referendum will be known next month after the ballot forms are sent out and returned to the council towards the end of february the council will meet to decide whether to proceed with an application to scottish ministers for approval for its planned congestion charging scheme and the other parts of its transport package
0,sony wares win innovation award sony has taken the prize for top innovator at the annual awards of pc pro magazine it won the award for taking risks with products and for its brave commitment to good design conferring the award pc pro s staff picked out sony s pcg x505 p vaio laptop as a stunning piece of engineering the electronics giant beat off strong competition from toshiba and chip makers amd and intel to take the gong paul trotter news and features editor of pc pro said several sony products helped it to take the innovation award he said sony s clie peg ux50 media player with its swivel screen and qwerty keyboard broke the design rules yet again other sony products that helped included the vaio w1 desktop computer and the ra 104 media server mr trotter said sony s combining of computer screen and keyboard in the w1 was likely to be widely copied in future home pcs the company has also become one of the first to use organic leds in its products while not always inventing new technology itself sony was never afraid to innovate around various formats said mr trotter other awards decided by pc pro s staff and contributors included one for canon s eos 300d digital camera in the most wanted hardware category microsoft s media player 10 took the award for most wanted software this year was the 10th anniversary of the pc pro awards which splits its prizes into two sections the first are chosen by the magazine s writers and consultants the second are voted for by readers mr trotter said more than 13 000 people voted for the reliability and service awards twice as many as in 2003 net based memory and video card shop crucial shared the award for online vendor of the year with novatech
0,parents face video game lessons ways of ensuring that parents know which video games are suitable for children are to be considered by the games industry the issue was discussed at a meeting between uk government officials industry representatives and the british board of film classification it follows concerns that children may be playing games aimed at adults which include high levels of violence in 2003 britons spent 1 152m on games more than ever before and this christmas parents are expected to spend millions on video games and consoles violent games have been hit by controversy after the game manhunt was blamed by the parents of 14 year old stefan pakeerah who was stabbed to death in leicester in february his mother giselle said her son s killer warren leblanc 17 who was jailed for life in september had mimicked behaviour in the game police investigating stefan s murder dismissed its influence and said manhunt was not part of its legal case the issue of warnings on games for adults was raised on sunday by trade and industry secretary patricia hewitt this was the focus of the talks between government officials representatives from the games industry and the british board of film classification adults can make informed choices about what games to play children can t and they deserve to be protected said culture secretary tessa jowell after the meeting industry will consider how to make sure parents know what games their children should and shouldn t play roger bennett director general of entertainment and leisure software publishers association said a number of initiatives were discussed at the meeting they will be formulated to create specific proposals to promote greater understanding recognition and awareness of the games rating system ensuring that young people are not exposed to inappropriate content among the possible measures could be a campaign to explain to parents that many games are made for an adult audience as well as changes to the labelling of the games themselves according to industry statistics a majority of players are over 18 with the average age of a gamer being 29 academics point out that there has not been any definitive research linking bloodthirsty games such as manhunt with violent responses in players in a report published this week for the video standards council dr guy cumberbatch said the research evidence on media violence causing harm to viewers is wildly exaggerated and does not stand up to scrutiny dr cumberbatch head of the social policy think tank the communications research group reviewed the studies on the issue he concluded that there was an absence of convincing research that media violence caused harm
1,share boost for feud hit reliance the board of indian conglomerate reliance has agreed a share buy back to counter the effects of a power struggle in the controlling family the buy back is a victory for chairman mukesh ambani whose idea it was his brother anil the vice chairman said had not been consulted and that the buy back was completely inappropriate and unnecessary the board hopes the move will reverse a 13 fall in reliance s shares since the feud became public last month the company has been fractious since founder dhirubhai ambani died in 2002 leaving no will today s round has gone to mukesh there is no doubt about it said nanik rupani president of the indian merchants chamber a bombay based traders body the company plans to buy back 52 million shares at 570 rupees 6 80 13 apiece a premium of more than 10 to its current market price
4,student fee factor played down a rise has been recorded in the number of students from south of the border applying to universities in scotland however lifelong learning minister jim wallace said that this would not result in scottish students missing out applications from england and wales rose by 17 between january 2005 and the previous year up 23 600 to 27 700 fears had been expressed that a flood of fee refugees would try to avoid top up fees of up to 3 000 a year being introduced in england in june last year mr wallace announced proposals to increase tuition fees for english students studying in scotland by 2 000 in an attempt to prevent a cross border flood although no figure has yet been agreed legislation to introduce the top up fees in england is not due to take effect until autumn 2006 and students who start before then will not have to pay additional fees at all the figures were made public on thursday by admissions service ucas universities scotland which represents university principals claimed that an increase in applications did not amount to scottish students being squeezed out director david caldwell said some students could be applying in an attempt to avoid the possible increase in annual fees at english universities but this was not a major factor he told bbc radio scotland s good morning scotland programme the reason people are opting for scottish universities is that they are perceived as being of very high quality they offer very attractive courses and scotland is seen as a very attractive place to study they know that when they take up their studies in 2006 they will be hit by top up fees if they are going to a university in england and that may be part of the reason why the numbers coming to scotland are so inflated however it does not mean that we will see thousands of additional students from england studying here mr wallace agreed and said the figures had to be looked at in context he explained that when applications were translated into acceptances the number was not huge an additional figure of about 200 also the picture was further blurred by the fact that applications from wales where there are no plans for top up fees have also risen by 19 mr wallace said accepting students from all parts of the world does show the high regard in which scottish higher education is held not just in britain we want to make sure that when students are making their choice they do so on the nature of the course and not because they are under some sort of financial pressure to go to scotland we do not want to have a situation where it becomes impossible for scottish students to get places at scottish universities because we are seen as the cheap option very often the quality of the university experience is enhanced by the fact there are students coming from a wide range of backgrounds so it would be wrong to go the other way and start excluding students
2,clijsters hope on aussie open kim clijsters has denied reports that she has pulled out of january s australian open because of her persistent wrist injury open chief paul mcnamee had said kim s wrist obviously isn t going to be rehabilitated but her spokesman insisted she had simply delayed submitting her entry the doctors are assessing her injury on a weekly basis and if there is no risk she could play but if there s the least risk she will stay away despite being absent from the wta entry list for the tournament which begins on 17 january clijsters would be certain to get a wild card if she requested one clijsters is still ranked 22nd in the world despite only playing a handful of matches last season the belgian had an operation on her left wrist early in the season but injured it again on her return to the tour meanwhile jelena dokic who used to compete for australia has opted out of the first grand slam of the season dokic has not played in the australian open since 2001 when she lost in the first round but the 21 year old would have had to rely on a wild card next season because her ranking has tumbled to 127th four time champion monica seles who has not played since last year s french open is another absentee because of an injured left foot
2,ferguson rues failure to cut gap boss sir alex ferguson was left ruing manchester united s failure to close the gap on chelsea everton and arsenal after his side s 1 1 draw with fulham premiership leaders chelsea and the gunners endured a 2 2 stalemate on sunday giving united the chance to make up some ground in the league but ferguson said i think what makes it so bad is that both our rivals dropped points at the weekend it was a great opportunity and we haven t delivered united went ahead through alan smith in the 33rd minute before bouba diop s superb 25 yard strike cancelled out the visitors lead in the 87th minute ferguson described the result as an absolute giveaway after united had earlier missed a host of opportunities to finish off the encounter he said it was a good performance some of the football was fantastic but we just didn t finish them off in fairness it s a fantastic strike from the fulham player the result leaves ferguson s side fourth in the league on 31 points four points behind arsenal and a further five back from chelsea
4,tories urge change at the top tory delegates are gathering for what is expected to be their last conference before the general election declaring britain needs a change at the top the party goes into its spring forum trying to highlight what it sees as a clear choice between it and labour tory co chairman liam fox has opened proceedings with a speech criticising tony blair s record in government labour s rule has been characterised by lost trust and failure to deliver he told the brighton conference he also attacked the government s failure to control immigration and asylum and criticised its record on the nhs telling delegates labour cannot be trusted on education or crime a tory government would sort out the shambles of immigration put patients before statistics and bring discipline to schools he said dr fox also underlined tory promises to cut tax by 4bn bbc political correspondent shaun ley says opinion polls suggest the tories still lag some way behind labour on the issues of health education and the economy conservative leader michael howard who had been due to welcome delegates to the conference on friday will address them in a lunchtime speech his welcome address had to be postponed after he stayed in london to lead the party s opposition to the prevention of terrorism bill in its lengthy progress through parliament the bill was finally passed on friday evening after more than 30 hours of debate mr howard is likely to defend his party s handling of the bill which was only passed after the conservatives accepted prime minister tony blair s promise that mps would be able to review it within a year
4,what the election should really be about a general election is the best chance most pressure groups get to make a real impact on government policy here is how six leading lobbies plan to make sure their cause is being debated ahead of an expected spring poll we ve called for the state pension to be increased from 79 60 to the pensioner credit guarantee level of 105 45 that s what we re calling for many pensioners are disadvantaged by the current system if we ve got one in five pensioners below the poverty line we ve got to make it more generous or have these people living in poverty we ve drawn up a pensioners manifesto this will be sent to each of the candidates in the 659 constituencies they will be asked which of the top five issues including the pension issue they would support once we ve got their responses we will publish the results within the constituencies and nationally as well it s our way of putting the politicians on notice we are trying to get across the fact that there are 11m voters over 60 in the country they are more likely to vote than other sections of society and thirdly they are true swing voters before 1997 most pensioners voted conservative in 1997 and 2001 they voted labour but there is no guarantee they will vote for a labour government this time around they cannot take that vote for granted pensions generally will certainly be a big election issue even though the government has postponed the publication of adair turner s full report into the issue he said the uk had one of the least generous pensions systems in the developed world that the government takes seriously the impact of aviation on the environment we haven t worked out specific plans but i imagine we will lobby political parties and incumbent mps various local groups will do that in their particular areas and we will provide a national briefing we don t have any large demonstrations planned but they can t be ruled out it is hard to say whether we will be successful we have got the issue in the public consciousness to an extent but it is difficult to say whether an election will raise its importance in the public mind or whether it will be pushed out by big issues like iraq repealing the hunting bill we are challenging the use of the parliament act 1949 in a high court action we are hoping to hear in the new year whichever way the court rules the other side will appeal so we expect it to fall plumb in electioneering time when the ban comes into force on 18 february we will be going to the european court because no compensation is being paid so there s a lot of legal territory to go we are trying to engage with the ministers by demonstrating and talking whatever intelligence we get we will try to turn up and speak to whoever it is rural affairs minister alun michael has avoided us and cancelled engagements so that makes it difficult it is not intimidatory on the whole it is groups of angry housewives of course there is an element of shouting because people are angry but there is no violence because that does not achieve anything it will fall plumb in the run up to the most important general election tony blair will ever face it s exactly what the prime minister did not want he wanted the issue off the table until after the election people using live animals as targets for sport both here and abroad the reason for including abroad is because of trophy hunting it is another sort of form of shooting for sport the principle is the same whether it s a tiger or a pheasant we will widely publicise what s happening in relation to trophy hunting we will publicise the darker aspects of the target animal industry the uk we will seek to get pledges from individual mps and would be mps saying that they are against the use of animals as targets for sports we would like the support of political parties but i think a general election is very much to do with pledges mps make to their electors with hunting we had many mps who were happy to say they were against it i think what we will get is a very real climbing up the agenda whether or not we will get a ban i am not sure but it will mobilise public opinion everything we do will reduce animal suffering and in time that will lead to a ban the issue that we think is the most important for this election is choice the language of consumerism is very commonplace in government and across the political spectrum choice as an ideology is beginning to be the privatisation of this decade it s become an issue in itself but what s really missing from the debate is the consumer s choice in that choice is not choice at all if all you have to choose from is two failing schools we have seen so many pensions mis selling scandals and in the pensions industry there s a maximum of choice but a minimum quality in that we want choice on the consumer s terms that means clear and accessible information to operate that choice firstly we have our website it features our campaigns and changes every day secondly through our 700 000 members who communicate with us thirdly through the media and also what we will be doing is holding a pre election conference we will invite the opinion formers mps journalists and others the idea is that we open up communications between members of the public and the politicians i think we will be successful it s very much the language being used by the main political parties politicians on all sides are very sensitive to this issue they want to be seen to be responding to this issue fuel duty is a large part of operational costs for road haulage workers we have been hearing about this proposed increase of 1 92p per litre that gordon brown has been postponing and postponing tuppence does not sound like a great deal but every year if you operate one vehicle that s an increase of about 750 if you re running 10 vehicles it s obviously 10 times that if fuel duty does rise we will be absolutely horrified there will be a huge effect throughout the industry and i would not be surprised if you see widespread demonstrations what it will mean is there will be a number of firms going out of business we will continue to do what we have always done we keep the issue in the trade press regrettably it s one of those stories that it is getting harder to get into the national press whatever we do the public don t like lorries they see us as a complaining minority but they don t realise that when you see a car on the road it is probably going to work when you see a lorry it s already at work
1,house prices show slight increase prices of homes in the uk rose a seasonally adjusted 0 5 in february says the nationwide building society the figure means the annual rate of increase in the uk is down to 10 2 the lowest rate since june 2001 the annual rate has halved since august last year as interest rises have cooled the housing market at the same time the number of mortgage approvals fell in january to a near 10 year low official bank of england figures have shown nationwide said that in january house prices went up by 0 4 on the month and by 12 6 on a year earlier we are not seeing the market collapsing in the way some had feared said nationwide economist alex bannister there have been a number of warnings that the uk housing market may be heading for a downturn after four years of strong growth to 2004 in november barclays which owns former building society the woolwich forecast an 8 fall in property prices in 2005 followed by further declines in 2006 and 2007 and last summer economists at pricewaterhousecoopers pwc warned house prices were overvalued and could fall by between 10 and 15 by 2009 the price of an average uk property now stands at 152 879 homeowners now expect house prices to rise by 1 over the next six months mr bannister said he said if the growth continued at this level then the bank of england may increase interest rates from their current 4 75 i think the key is what the bank expects to happen to the housing market we always thought we would see a small rise they thought they would see a small decline house prices have risen 0 9 this year nationwide said and if this pace of increase persists prices would rise by just under 6 in the year to december this is slightly above the 0 5 range nationwide predicts further evidence of a slowdown in the housing market emerged from bank of england lending figures released on tuesday new mortgage loans in january fell to 79 000 from 82 000 in december the bank said the past few months have seen approvals fall to levels last seen in 1995 the bank revealed that 48 000 fewer mortgages were approved in january than for the same month in 2004 overall mortgage lending rose by 7 2bn in january marginally up on the 7 1bn rise in december
0,broadband takes on tv viewing the number of europeans with broadband has exploded over the past 12 months with the web eating into tv viewing habits research suggests just over 54 million people are hooked up to the net via broadband up from 34 million a year ago according to market analysts nielsen netratings the total number of people online in europe has broken the 100 million mark the popularity of the net has meant that many are turning away from tv say analysts jupiter research it found that a quarter of web users said they spent less time watching tv in favour of the net the report by nielsen netratings found that the number of people with fast internet access had risen by 60 over the past year the biggest jump was in italy where it rose by 120 britain was close behind with broadband users almost doubling in a year the growth has been fuelled by lower prices and a wider choice of always on fast net subscription plans twelve months ago high speed internet users made up just over one third of the audience in europe now they are more than 50 and we expect this number to keep growing said gabrielle prior nielsen netratings analyst as the number of high speed surfers grows websites will need to adapt update and enhance their content to retain their visitors and encourage new ones the total number of europeans online rose by 12 to 100 million over the past year the report showed with the biggest rise in france italy britain and germany the ability to browse web pages at high speed download files such as music or films and play online games is changing what people do in their spare time a study by analysts jupiter research suggested that broadband was challenging television viewing habits in homes with broadband 40 said they were spending less time watching tv the threat to tv was greatest in countries where broadband was on the up in particular the uk france and spain said the report it said tv companies faced a major long term threat over the next five years with broadband predicted to grow from 19 to 37 of households by 2009 year on year we are continuing to see a seismic shift in where when and how europe s population consume media for information and entertainment and this has big implications for tv newspaper and radio said jupiter research analyst olivier beauvillian
2,wales coach elated with win mike ruddock paid tribute to his wales side after they came from 15 6 down to beat france 24 18 in the six nations after going two tries down in 12 minutes we had to show character said the national team coach i didn t have to tell them anything at half time because those players have stared down the barrel of a gun before they decided they didn t want to do that again and came out fighting it was a great team effort and we showed great character to come back man of the match stephen jones who kicked three penalties a drop goal and conversion was ecstatic following after the win at stade de france it s just a special moment two years ago we didn t win a single game in the six nations but we re a very happy camp now he said we worked hard as a squad and i m a proud welshman we ve got hard matches to come so we re just happy with the start double try scorer martyn williams was keen not to talk about a possible grand slam for wales we ve got more self belief these days two or three years ago we might have collapsed after going behind so early there s no mention of a grand slam among the players we ve got a tough game against scotland at murrayfield they could bring us crashing down to earth
0,firefox browser takes on microsoft microsoft s internet explorer has a serious rival in the long awaited firefox 1 0 web browser which has just been released few people get excited when some new software is released especially when the program is not a game or a music or movie player but the release of the first full version of firefox has managed to drum up a respectable amount of pre launch fervour fans of the software have banded together to raise cash to pay for an advert in the new york times announcing that version 1 0 of the browser is available the release of firefox 1 0 on 9 november might even cause a few heads to turn at microsoft because the program is steadily winning people away from the software giant s internet explorer browser firefox has been created by the mozilla foundation which was started by former browser maker netscape back in 1998 much of the development work done since then has gone into firefox which made its first appearance under this name in february earlier incarnations but which had the same core technology were called phoenix and firebird since then the software has been gaining praise and converts not least because of the large number of security problems that have come to light in microsoft s internet explorer rivals to ie got a boost in late june when two us computer security organisations warned people to avoid the microsoft program to avoid falling victim to a serious vulnerability internet monitoring firm websidestory has charted the growing population of people using the firefox browser and says it is responsible for slowly eroding the stranglehold of ie before july this year according to websidestory internet explorer was used by about 95 of web surfers that figure had remained static for years in july the ie using population dropped to 94 7 and by the end of october stood at 92 9 the mozilla foundation claims that firefox has been downloaded almost eight million times and has publicly said it would be happy to garner 10 of the windows using net browsing population firefox is proving popular because at the moment it has far fewer security holes than internet explorer and has some innovations lacking in microsoft s program for instance firefox allows the pages of different websites to be arranged as tabs so users can switch easily between them it blocks pop ups has a neat way of finding text on a page and lets you search through the pages you have browsed one of the most powerful features of firefox is the many hundreds of extras or extensions produced for it the mozilla foundation is an open source organisation which means that the creators of the browser are happy for others to play around with the core code for the program this has resulted in many different add ons or extensions for the browser which now include everything from a version of the familiar google toolbar to a homeland security monitor that keep users aware of current threat levels firefox which used to be called firebird and before that phoenix also has a growing number of vocal net based fans a campaign co ordinated by the spread firefox website attempted to raise the 50 000 needed for a full page advert in the new york times the campaign set itself a target of recruiting 2500 volunteers ten days in to the campaign 10 000 people had signed up and now about 250 000 has been raised the ad is due to run sometime in a three week period in late november early december the surplus cash will be used to help keep the mozilla foundation running microsoft is facing a growing challenge to ie s hold on the web using population from alternative browsers such as opera safari amaya and even netscape
